표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
KR7405640004,405640,신한제9호기업인수목적,신한제9호스팩,Shinhan 9th Special Purpose Acquisition Company,2022/04/27,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"4,535,000"
KR7056700008,056700,신화인터텍,신화인터텍,SHINWHA INTERTEK CORP.,2001/12/13,KOSDAQ,주권,중견기업부,보통주,500,"29,135,091"
KR7187270004,187270,신화콘텍,신화콘텍,"Shin Hwa Contech Co.,Ltd.",2014/08/08,KOSDAQ,주권,벤처기업부,보통주,500,"10,143,845"
KR7243840006,243840,신흥에스이씨,신흥에스이씨,"SHIN HEUNG ENERGY & ELECTRONICS CO., LTD.",2017/09/27,KOSDAQ,주권,우량기업부,보통주,"2,500","7,783,807"
KR7257720003,257720,실리콘투,실리콘투,"SILICON 2 Co.,Ltd.",2021/09/29,KOSDAQ,주권,벤처기업부,보통주,500,"60,389,234"
KR7222800005,222800,심텍,심텍,"SIMMTECH Co., Ltd.",2015/08/07,KOSDAQ,주권,우량기업부,보통주,500,"31,854,143"
KR7036710002,036710,심텍홀딩스,심텍홀딩스,"SIMMTECH HOLDINGS Co., Ltd.",2000/01/04,KOSDAQ,주권,우량기업부,보통주,500,"48,350,145"
KR7160980009,160980,싸이맥스,싸이맥스,CYMECHS Inc.,2015/06/17,KOSDAQ,주권,우량기업부,보통주,500,"10,924,243"
KR7356890004,356890,싸이버원,싸이버원,"CyberOne Co., Ltd.",2021/03/11,KOSDAQ,주권,벤처기업부,보통주,500,"4,766,530"
KR7217330000,217330,싸이토젠,싸이토젠,"Cytogen, Inc.",2018/11/22,KOSDAQ,주권,기술성장기업부,보통주,500,"22,278,827"
KR7010280006,010280,쌍용정보통신,쌍용정보통신,SsangYong Information & Communications,2000/04/14,KOSDAQ,주권,중견기업부,보통주,500,"65,123,786"
KR7208640003,208640,썸에이지,썸에이지,"Thumbage Co., Ltd.",2014/12/29,KOSDAQ,주권,중견기업부,보통주,100,"139,240,254"
KR7222420002,222420,쎄노텍,쎄노텍,"CENOTEC Co., Ltd",2015/08/06,KOSDAQ,주권,벤처기업부,보통주,100,"45,460,231"
KR7037760006,037760,쎄니트,쎄니트,"CENIT CO., LTD",2000/04/07,KOSDAQ,주권,우량기업부,보통주,500,"33,832,921"
KR7099320004,099320,쎄트렉아이,쎄트렉아이,"Satrec Initiative Co., Ltd.",2008/06/13,KOSDAQ,주권,벤처기업부,보통주,500,"10,951,278"
KR7049960008,049960,쎌바이오텍,쎌바이오텍,"CELL BIOTECH CO ., LTD",2002/12/13,KOSDAQ,주권,벤처기업부,보통주,500,"9,400,000"
KR7088280003,088280,쏘닉스,쏘닉스,SAWNICS INC.,2023/11/07,KOSDAQ,주권,기술성장기업부,보통주,"1,000","17,306,490"
KR7050890003,050890,쏠리드,쏠리드,"Solid, Inc.",2005/07/08,KOSDAQ,주권,우량기업부,보통주,500,"61,221,640"
KR7013720008,013720,씨비아이,CBI,CBI,1993/12/29,KOSDAQ,주권,중견기업부,보통주,"1,000","42,834,188"
KR7109670000,109670,씨싸이트,씨싸이트,"C-SITE Co., Ltd.",2023/12/21,KOSDAQ,주권,중견기업부,보통주,500,"5,712,921"
KR7066790007,066790,씨씨에스충북방송,씨씨에스,"KOREA CABLE T.V CHUNG-BUK SYSTEM CO.,LTD.",2003/05/30,KOSDAQ,주권,중견기업부,보통주,500,"56,025,056"
KR7222080004,222080,씨아이에스,씨아이에스,Creative & Innovative System Corporation,2015/09/02,KOSDAQ,주권,중견기업부,보통주,100,"70,257,612"
KR7352480008,352480,씨앤씨인터내셔널,씨앤씨인터내셔널,C&C INTERNATIONAL,2021/05/17,KOSDAQ,주권,벤처기업부,보통주,100,"10,013,941"
KR7023460009,023460,씨앤에이치,CNH,"CNH CO., LTD.",1994/10/07,KOSDAQ,주권,중견기업부,보통주,"2,500","37,200,000"
KR7264660002,264660,씨앤지하이테크,씨앤지하이테크,"C&G Hi Tech Co., Ltd",2018/01/25,KOSDAQ,주권,우량기업부,보통주,500,"9,218,085"
KR7352700009,352700,씨앤투스,씨앤투스,CNTUS,2021/01/28,KOSDAQ,주권,우량기업부,보통주,500,"27,276,899"
KR7056730005,056730,씨앤티85,CNT85,CNT85,2002/01/04,KOSDAQ,주권,중견기업부,보통주,500,"74,111,186"
KR7065770000,065770,씨에스,CS,CS CORPORATION,2004/06/04,KOSDAQ,주권,벤처기업부,보통주,500,"19,411,130"
KR7297090003,297090,씨에스베어링,씨에스베어링,"CS BEARING Co., Ltd.",2019/11/21,KOSDAQ,주권,중견기업부,보통주,500,"27,270,000"
KR7083660001,083660,씨에스에이코스믹,CSA 코스믹,"CSA COSMIC CO., LTD.",2006/07/25,KOSDAQ,주권,관리종목(소속부없음),보통주,200,"61,247,181"
KYG2114A1094,900120,씨엑스아이헬스케어테크놀리지그룹리미티드,씨엑스아이,CXI Healthcare Technology Group Limited,2010/03/31,KOSDAQ,외국주권,외국기업(소속부없음),보통주,0.05,"288,232,166"
KR7359090008,359090,씨엔알리서치,씨엔알리서치,C&R Research,2020/09/23,KOSDAQ,주권,중견기업부,보통주,100,"54,852,263"
KR7115530008,115530,씨엔플러스,씨엔플러스,"CNPLUS Co., Ltd.",2011/11/02,KOSDAQ,주권,중견기업부,보통주,100,"67,963,000"
KR7115480006,115480,씨유메디칼시스템,씨유메디칼,CU MEDICAL SYSTEMS Inc.,2011/12/15,KOSDAQ,주권,벤처기업부,보통주,500,"48,224,558"
KR7340810001,340810,씨유박스,씨유박스,"CUBOX Co., Ltd",2023/05/19,KOSDAQ,주권,기술성장기업부,보통주,500,"10,347,861"
KR7376290003,376290,씨유테크,씨유테크,CU TECH CORPORATION,2021/10/08,KOSDAQ,주권,중견기업부,보통주,500,"17,657,500"
KR7189330004,189330,씨이랩,씨이랩,"XIIlab Co., Ltd",2021/02/24,KOSDAQ,주권,기술성장기업부,보통주,500,"6,092,284"
KR7311690002,311690,씨제이바이오사이언스,CJ 바이오사이언스,CJ Bioscience,2019/12/26,KOSDAQ,주권,기술성장기업부,보통주,500,"9,112,502"
KR7035760008,035760,씨제이이엔엠,CJ ENM,"CJ ENM CO., Ltd.",1999/11/23,KOSDAQ GLOBAL,주권,우량기업부,보통주,"5,000","21,929,154"
KR7051500007,051500,씨제이프레시웨이,CJ프레시웨이,CJ Freshway Corporation,2001/07/26,KOSDAQ,주권,우량기업부,보통주,"1,000","11,871,586"
KR7096530001,096530,씨젠,씨젠,Seegene Inc.,2010/09/10,KOSDAQ,주권,우량기업부,보통주,500,"52,225,994"
KR7083790006,083790,씨지인바이츠,CG인바이츠,CrystalGenomics Invites,2006/01/06,KOSDAQ,주권,벤처기업부,보통주,500,"76,894,182"
KR7101240000,101240,씨큐브,씨큐브,"CQV Co., Ltd.",2011/11/08,KOSDAQ,주권,벤처기업부,보통주,500,"10,138,184"
KR7060590007,060590,씨티씨바이오,씨티씨바이오,"CTC BIO, INC.",2002/02/21,KOSDAQ,주권,중견기업부,보통주,500,"24,181,020"
KR7260930003,260930,씨티케이,씨티케이,CTK,2017/12/07,KOSDAQ,주권,중견기업부,보통주,500,"19,341,591"
KR7052300001,052300,씨티프라퍼티,씨티프라퍼티,CT property,2001/08/02,KOSDAQ,주권,중견기업부,보통주,500,"118,651,430"
KR7013990007,013990,아가방앤컴퍼니,아가방컴퍼니,AGABANG&COMPANY,2002/01/17,KOSDAQ,주권,우량기업부,보통주,500,"32,887,536"
KR7123860009,123860,아나패스,아나패스,"Anapass, Inc.",2010/11/05,KOSDAQ,주권,벤처기업부,보통주,500,"12,123,415"
KR7025980004,025980,아난티,아난티,Ananti Inc.,1996/01/06,KOSDAQ,주권,우량기업부,보통주,100,"90,629,478"
KR7058220005,058220,아리온테크놀로지,아리온,ARION TECHNOLOGY INC.,2005/08/05,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,"38,974,244"
KR7125210005,125210,아모그린텍,아모그린텍,"AMOGREENTECH Co., Ltd.",2019/03/29,KOSDAQ,주권,우량기업부,보통주,500,"16,496,790"
KR7052710001,052710,아모텍,아모텍,"Amotech Co., Ltd.",2003/08/01,KOSDAQ,주권,중견기업부,보통주,500,"14,615,109"
KR7074430000,074430,아미노로직스,아미노로직스,"AMINOLOGICS CO.,LTD.",2004/06/04,KOSDAQ,주권,벤처기업부,보통주,100,"87,826,844"
KR7092040005,092040,아미코젠,아미코젠,"Amicogen, Inc.",2013/09/12,KOSDAQ,주권,기술성장기업부,보통주,500,"54,707,287"
KR7083930008,083930,아바코,아바코,"AVACO CO.,LTD.",2005/10/11,KOSDAQ,주권,우량기업부,보통주,500,"15,412,798"
KR7149950008,149950,아바텍,아바텍,"AVATEC CO., LTD.",2012/11/06,KOSDAQ,주권,중견기업부,보통주,500,"15,607,500"
KR7036010007,036010,아비코전자,아비코전자,"ABCO ELECTRONICS CO., LTD.",2002/07/03,KOSDAQ,주권,우량기업부,보통주,500,"13,292,934"
KR7050860006,050860,아세아텍,아세아텍,"ASIA TECHNOLOGY Co., Ltd.",2010/01/26,KOSDAQ,주권,우량기업부,보통주,500,"22,500,000"
KR7136410008,136410,아셈스,아셈스,ASSEMS INC.,2022/02/07,KOSDAQ,주권,벤처기업부,보통주,500,"11,019,106"
KR7246720007,246720,아스타,아스타,"ASTA Co., Ltd.",2017/03/20,KOSDAQ,주권,중견기업부,보통주,500,"13,014,725"
KR7067390005,067390,아스트,아스트,"AeroSpace Technology of Korea, Inc.",2014/12/24,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,"42,290,392"
KR7159010008,159010,아스플로,아스플로,"ASFLOW CO.,LTD.",2021/10/07,KOSDAQ,주권,벤처기업부,보통주,500,"13,334,739"
KR7127710002,127710,아시아경제,아시아경제,"The Asia Business Daily Co., Ltd.",2015/07/31,KOSDAQ,주권,중견기업부,보통주,500,"34,904,082"
KR7227610003,227610,아우딘퓨쳐스,아우딘퓨쳐스,"Outin Futures Co., Ltd.",2017/07/12,KOSDAQ,주권,중견기업부,보통주,500,"31,651,838"
KR7143160000,143160,아이디스,아이디스,"Intelligent Digital Integrated Security Co., Ltd",2011/09/26,KOSDAQ,주권,우량기업부,보통주,500,"10,716,390"
KR7054800008,054800,아이디스홀딩스,아이디스홀딩스,"IDIS Holdings Co., Ltd.",2001/09/27,KOSDAQ,주권,중견기업부,보통주,500,"10,347,756"
KR7332370006,332370,아이디피,아이디피,"IDP Corp., Ltd.",2020/08/24,KOSDAQ,주권,벤처기업부,보통주,500,"13,273,726"
KR7339950008,339950,아이비김영,아이비김영,"IBKIMYOUNG CO.,LTD.",2019/12/24,KOSDAQ,주권,중견기업부,보통주,100,"44,946,655"
KR7426550000,426550,아이비케이에스제19호기업인수목적,IBKS제19호스팩,IBKS No.19 Special Purpose Acquisition Company,2022/08/26,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"5,080,000"
KR7439730003,439730,아이비케이에스제20호기업인수목적,IBKS제20호스팩,IBKS No.20 Special Purpose Acquisition Company,2022/10/28,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"4,310,000"
KR7442770004,442770,아이비케이에스제21호기업인수목적,IBKS제21호스팩,IBKS No.21 Special Purpose Acquisition Company,2022/12/16,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"4,210,000"
KR7448760009,448760,아이비케이에스제22호기업인수목적,IBKS제22호스팩,IBKS No.22 Special Purpose Acquisition Company,2023/04/06,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"4,430,000"
KR7467930004,467930,아이비케이에스제23호기업인수목적,IBKS제23호스팩,IBKS No.23 Special Purpose Acquisition Company,2023/12/22,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"4,230,000"
KR7099190001,099190,아이센스,아이센스,"i-SENS, Inc.",2013/01/30,KOSDAQ,주권,우량기업부,보통주,500,"27,518,273"
KR7289010001,289010,아이스크림에듀,아이스크림에듀,"i-Scream Edu Co., Ltd.",2019/07/11,KOSDAQ,주권,중견기업부,보통주,500,"12,864,037"
KR7214430001,214430,아이쓰리시스템,아이쓰리시스템,"i3system, Ind.",2015/07/30,KOSDAQ,주권,우량기업부,보통주,500,"7,106,760"
KR7040910002,040910,아이씨디,아이씨디,"ICD Co., Ltd.",2011/08/05,KOSDAQ,주권,우량기업부,보통주,500,"18,464,842"
KR7368600003,368600,아이씨에이치,아이씨에이치,"ICH Co., Ltd.",2022/07/29,KOSDAQ,주권,기술성장기업부,보통주,500,"17,538,346"
KR7052860004,052860,아이앤씨테크놀로지,아이앤씨,"I&C Technology Co., Ltd.",2009/10/06,KOSDAQ,주권,벤처기업부,보통주,500,"17,862,854"
KR7095340006,095340,아이에스시,ISC,"ISC Co., LTD.",2007/10/01,KOSDAQ,주권,우량기업부,보통주,500,"21,197,058"
KR7069920007,069920,아이에스이커머스,아이에스이커머스,ISE Commerce Company Limited,2007/12/05,KOSDAQ,주권,중견기업부,보통주,500,"25,826,362"
KR7038880001,038880,아이에이,아이에이,"iA, Inc.",2000/04/27,KOSDAQ,주권,중견기업부,보통주,100,"294,769,150"
KR7307180000,307180,아이엘사이언스,아이엘사이언스,"IL SCIENCE CO.,LTD.",2018/12/21,KOSDAQ,주권,벤처기업부,보통주,100,"25,822,191"
KR7101390003,101390,아이엠,아이엠,"IM CO., LTD",2008/07/23,KOSDAQ,주권,중견기업부,보통주,500,"9,053,757"
KR7052220001,052220,아이엠비씨,iMBC,"iMBC Co., Ltd.",2005/01/21,KOSDAQ,주권,중견기업부,보통주,500,"23,000,000"
KR7451220008,451220,아이엠티,아이엠티,"IMT Co.,Ltd.",2023/10/10,KOSDAQ,주권,기술성장기업부,보통주,500,"7,874,611"
KR7078860004,078860,아이오케이컴퍼니,아이오케이,"IOKCOMPANY Co., Ltd.",2006/06/27,KOSDAQ,주권,중견기업부,보통주,500,"4,806,323"
KR7090150004,090150,아이윈,아이윈,iWIN,2006/10/20,KOSDAQ,주권,중견기업부,보통주,500,"41,875,293"
KR7123010001,123010,아이윈플러스,아이윈플러스,iWIN PLUS,2016/07/20,KOSDAQ,주권,기술성장기업부,보통주,500,"32,658,542"
KR7031310006,031310,아이즈비전,아이즈비전,EYESVISION CORPORATION,1997/07/25,KOSDAQ,주권,벤처기업부,보통주,500,"21,121,595"
KR7185490000,185490,아이진,아이진,"EyeGene,Inc",2015/11/16,KOSDAQ,주권,벤처기업부,보통주,500,"27,029,784"
KR7059100008,059100,아이컴포넌트,아이컴포넌트,"i-Components Co., Ltd",2008/12/16,KOSDAQ,주권,벤처기업부,보통주,500,"7,070,860"
KR7262840002,262840,아이퀘스트,아이퀘스트,"IQUEST Co., Ltd.",2021/02/05,KOSDAQ,주권,벤처기업부,보통주,100,"9,860,000"
KR7175250000,175250,아이큐어,아이큐어,Icure Pharmaceutical Incorporation,2018/07/12,KOSDAQ,주권,기술성장기업부,보통주,500,"37,558,368"
KR7052460003,052460,아이크래프트,아이크래프트,"iCRAFT Co., Ltd.",2005/01/03,KOSDAQ,주권,중견기업부,보통주,500,"14,607,936"
KR7119830008,119830,아이텍,아이텍,"ITEK, Inc.",2010/10/26,KOSDAQ,주권,중견기업부,보통주,500,"21,434,297"
KR7052770005,052770,아이톡시,아이톡시,ITOXI Corp.,2002/08/22,KOSDAQ,주권,중견기업부,보통주,500,"40,002,512"
KR7124500000,124500,아이티센,아이티센,"ITCEN CO., LTD.",2014/12/23,KOSDAQ,주권,중견기업부,보통주,500,"22,706,691"
KR7372800003,372800,아이티아이즈,아이티아이즈,ITEYES Inc.,2021/11/11,KOSDAQ,주권,벤처기업부,보통주,500,"6,026,990"
KR7099520009,099520,아이티엑스에이아이,ITX-AI,"ITX-AI Co., Ltd.",2009/12/22,KOSDAQ,주권,관리종목(소속부없음),보통주,500,"45,281,824"
KR7084850007,084850,아이티엠반도체,아이티엠반도체,"ITM Semiconductor Co., Ltd",2019/11/07,KOSDAQ GLOBAL,주권,벤처기업부,보통주,500,"22,682,934"
KR7114840002,114840,아이패밀리에스씨,아이패밀리에스씨,"iFamilySC Co., Ltd.",2021/10/28,KOSDAQ,주권,벤처기업부,보통주,500,"8,600,972"
KR7027360007,027360,아주아이비투자,아주IB투자,"AJU IB INVESTMENT CO., LTD.",2018/11/21,KOSDAQ,주권,우량기업부,보통주,500,"120,845,406"
KR7032080004,032080,아즈텍더블유비이,아즈텍WB,"AZTECH WB CO., LTD",2000/10/26,KOSDAQ,주권,벤처기업부,보통주,500,"21,491,029"
KR7013310008,013310,아진산업,아진산업,"A-JIN INDUSTRY CO.,LTD",2015/12/22,KOSDAQ,주권,우량기업부,보통주,500,"38,806,582"
KR7059120006,059120,아진엑스텍,아진엑스텍,"AJINEXTEK Co., Ltd.",2014/07/24,KOSDAQ,주권,벤처기업부,보통주,500,"9,748,596"
KR7158430009,158430,아톤,아톤,ATON Inc.,2019/10/17,KOSDAQ,주권,벤처기업부,보통주,100,"22,576,635"
KR7067160002,067160,아프리카티비,아프리카TV,"AfreecaTV Co., Ltd.",2003/12/19,KOSDAQ,주권,우량기업부,보통주,500,"11,494,767"
KR7001540004,001540,안국약품,안국약품,"AHN-GOOK PHARMACEUTICAL Co., Ltd.",2000/06/15,KOSDAQ,주권,우량기업부,보통주,500,"13,042,420"
KR7053800009,053800,안랩,안랩,"AHNLAB,INC.",2001/09/13,KOSDAQ,주권,우량기업부,보통주,500,"10,013,855"
KR7065660003,065660,안트로젠,안트로젠,"ANTEROGEN CO., LTD.",2016/02/15,KOSDAQ,주권,기술성장기업부,보통주,500,"9,731,373"
KR7297570004,297570,알로이스,알로이스,ALOYS Inc.,2018/07/20,KOSDAQ,주권,벤처기업부,보통주,100,"34,621,218"
KR7260660006,260660,알리코제약,알리코제약,"KOREA ARLICO PHARM CO.,LTD.",2018/02/12,KOSDAQ,주권,우량기업부,보통주,500,"15,327,021"
KR7354320004,354320,알멕,알멕,"ALMAC CO.,LTD",2023/06/30,KOSDAQ,주권,기술성장기업부,보통주,500,"6,391,381"
KR7361570005,361570,알비더블유,알비더블유,RBW Inc.,2021/11/22,KOSDAQ,주권,중견기업부,보통주,500,"28,635,291"
KR7131370009,131370,알서포트,알서포트,"RSUPPORT Co., Ltd.",2011/01/05,KOSDAQ,주권,벤처기업부,보통주,100,"53,267,083"
KR7140670001,140670,알에스오토메이션,알에스오토메이션,"RS Automation Co., Ltd.",2017/08/11,KOSDAQ,주권,벤처기업부,보통주,500,"9,303,140"
KR7327260006,327260,알에프머트리얼즈,RF머트리얼즈,RF Materials,2019/12/24,KOSDAQ,주권,벤처기업부,보통주,500,"8,433,231"
KR7096610001,096610,알에프세미,알에프세미,"RFsemi Technologies,Inc.",2007/11/20,KOSDAQ,주권,중견기업부,보통주,500,"17,386,411"
KR7218410009,218410,알에프에이치아이씨,RFHIC,RFHIC CORPORATION,2015/06/30,KOSDAQ,주권,우량기업부,보통주,500,"26,484,442"
KR7061040002,061040,알에프텍,알에프텍,"RFTECH CO., LTD",2002/05/16,KOSDAQ,주권,중견기업부,보통주,500,"32,089,259"
KR7148250004,148250,알엔투테크놀로지,알엔투테크놀로지,"RN2 Technologies Co., Ltd.",2016/06/22,KOSDAQ,주권,벤처기업부,보통주,500,"7,391,186"
KR7347860009,347860,알체라,알체라,Alchera Inc.,2020/12/21,KOSDAQ,주권,기술성장기업부,보통주,500,"21,550,372"
KR7196170005,196170,알테오젠,알테오젠,Alteogen Inc.,2014/12/12,KOSDAQ GLOBAL,주권,기술성장기업부,보통주,500,"53,011,828"
KR7123750002,123750,알톤스포츠,알톤스포츠,"Alton Sports Co., Ltd.",2010/07/02,KOSDAQ,주권,중견기업부,보통주,500,"12,746,297"
KR7085810000,085810,알티캐스트,알티캐스트,Alticast Corporation,2013/12/06,KOSDAQ,주권,중견기업부,보통주,500,"29,685,769"
KR7117670000,117670,알파홀딩스,알파홀딩스,"Alpha Holdings, Inc.",2010/09/17,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,"37,677,724"
KR7314140005,314140,알피바이오,알피바이오,RPbio Inc.,2022/09/29,KOSDAQ,주권,중견기업부,보통주,500,"8,666,361"
KR7291650000,291650,압타머사이언스,압타머사이언스,Aptamer Sciences Inc,2020/09/16,KOSDAQ,주권,기술성장기업부,보통주,500,"16,980,252"
KR7293780003,293780,압타바이오,압타바이오,Aptabio Therapeutics Inc.,2019/06/12,KOSDAQ,주권,기술성장기업부,보통주,500,"22,298,866"
KR7196300008,196300,애니젠,애니젠,"ANYGEN CO., LTD.",2016/12/07,KOSDAQ,주권,기술성장기업부,보통주,500,"5,937,294"
KR7310200001,310200,애니플러스,애니플러스,ANIPLUS INC.,2018/12/21,KOSDAQ,주권,벤처기업부,보통주,100,"45,186,656"
KR7179530001,179530,애드바이오텍,애드바이오텍,"ADBIOTECH Co.,Ltd.",2022/01/24,KOSDAQ,주권,기술성장기업부,보통주,500,"9,140,444"
USU652221081,900100,애머릿지코퍼레이션,애머릿지,Ameridge Corporation,2010/04/21,KOSDAQ,외국주권,외국기업(소속부없음),보통주,1.5,"38,911,815"
